mOTU ID	Completeness (%)	Contamination (%)	GC (%)	N50 (bp)	Genome length (bp)	# of contigs	# of predicted genes	Longest contig	Coding density	Marker lineage in checkm	# markers in checkm	Strain heterogeneity	GTDB taxonomy	NCBI taxonomy	Metabolic pathways evaluated by KEGG-Decoder module (sulphate reduction bacteria within Deltaproteobacteria and Thermodesulfobacteria, and ammonia oxidation archaea within Thaumarchaeota)														
SD_QD_bin_221	95.29	2.564	63.9	14176	4297035	472	3745	57477	0.889598862	k__Bacteria (UID3187)	188	25	d__Bacteria;p__Acidobacteriota;c__Thermoanaerobaculia;o__Thermoanaerobaculales;f__FEB-10;g__;s__	d__Bacteria;p__Acidobacteria;c__Holophagae;o__;f__;g__;s__	
SD_QD_bin_222	88.67	2.155	52.5	8438	4246354	634	4421	42326	0.889160038	o__Rhizobiales (UID3447)	416	84.62	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__R2A130;s__	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Hyphomicrobiales;f__Rhizobiaceae;g__;s__	
SD_QD_bin_223	92.46	1.672	50.1	22020	2792835	193	2661	75163	0.905417793	s__algicola (UID2846)	571	25	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Robiginitalea;s__	d__Bacteria;p__Bacteroidetes;c__;o__;f__;g__;s__	
SD_QD_bin_224	88.97	0.092	52.7	20372	3106421	252	2967	84899	0.912612813	c__Deltaproteobacteria (UID3216)	247	100	d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__Desulfobacteraceae;g__Desulfotignum;s__	d__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfobacterales;f__Desulfobacteraceae;g__Desulfotignum;s__	Sulphate reduction
SD_QD_bin_226	93.07	1.957	47	35911	4347084	219	3726	115757	0.929463275	p__Bacteroidetes (UID2605)	316	42.86	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__GCA-2748055;g__GCA-2748055;s__	d__Bacteria;p__Bacteroidetes;c__;o__;f__;g__;s__	
SD_QD_bin_227	92.39	5.223	53.9	35878	2720597	143	2567	105668	0.89862947	c__Gammaproteobacteria (UID4202)	481	13.64	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__SZUA-36;g__SZUA-36;s__	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__;g__;s__	
SD_QD_bin_229	50.98	5	52.3	2923	1933127	670	2256	14435	0.892832687	k__Bacteria (UID1452)	163	0	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__Anaerolineaceae;g__;s__	d__Bacteria;p__Chloroflexi;c__Anaerolineae;o__Anaerolineales;f__Anaerolineaceae;g__;s__	
SD_QD_bin_23	55.17	0	60.6	3275	1768550	551	2017	21542	0.912818314	k__Bacteria (UID203)	104	0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Oleiphilaceae;g__Marinobacter;s__Marinobacter pelagius	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Alteromonadales;f__Alteromonadaceae;g__Marinobacter;s__Marinobacter pelagius	
SD_QD_bin_232	71.88	3.556	51.4	3413	1868425	579	2236	13102	0.873574102	p__Proteobacteria (UID3880)	261	11.11	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SZUA-229;f__SZUA-229;g__;s__	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__;f__;g__;s__	
SD_QD_bin_233	97.7	2.08	32.9	68105	3289420	109	3026	291164	0.892504837	f__Flavobacteriaceae (UID2845)	548	15.38	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Aureibaculum;s__	d__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__;f__;g__;s__	
SD_QD_bin_234	95.95	3.663	68.2	18309	4260158	312	3618	84808	0.907969143	k__Bacteria (UID2495)	147	25	d__Bacteria;p__Krumholzibacteriota;c__Krumholzibacteria;o__LZORAL124-64-63;f__LZORAL124-64-63;g__LZORAL124-64-63;s__	d__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes;o__Gemmatimonadales;f__;g__;s__	
SD_QD_bin_236	100	2.197	53.5	44164	3253927	127	2691	134455	0.902618171	k__Bacteria (UID2495)	147	0	d__Bacteria;p__Krumholzibacteriota;c__Krumholzibacteria;o__Krumholzibacteriales;f__Krumholzibacteriaceae;g__Krumholzibacterium;s__	d__Bacteria;p__Candidatus Latescibacteria;c__;o__;f__;g__;s__	
SD_QD_bin_237	67.45	8.07	59.4	3214	3099174	1024	3530	12977	0.899951449	k__Bacteria (UID2495)	147	43.33	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Longimicrobiales;f__UBA6960;g__JABDNZ01;s__	d__Bacteria;p__Gemmatimonadetes;c__;o__;f__;g__;s__	
SD_QD_bin_240	53.91	1.724	38.3	9571	3262742	538	3097	41515	0.892813563	k__Bacteria (UID203)	104	100	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Cyclobacteriaceae;g__JAGTVG01;s__	d__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Cyclobacteriaceae;g__;s__	
SD_QD_bin_241	86.17	7.245	62.2	8456	3338031	558	3540	62619	0.877260978	c__Gammaproteobacteria (UID4274)	581	19.61	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__DSM-19610;f__DSM-19610;g__;s__	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__;f__;g__;s__	
SD_QD_bin_243	76.7	3.873	38.4	10607	1705267	197	1840	43026	0.875423639	c__Gammaproteobacteria (UID4267)	544	0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__UBA4575;f__UBA4575;g__JABDMD01;s__	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Thiotrichales;f__;g__;s__	
SD_QD_bin_245	68.86	2.906	61.1	5163	3218479	759	3602	18788	0.916591851	p__Proteobacteria (UID3214)	190	0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__HTCC2089;g__UBA4421;s__	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__;f__;g__;s__	
SD_QD_bin_249	91.7	1.152	55.1	30300	2265485	160	2329	137788	0.913715741	o__Sphingomonadales (UID3310)	569	77.78	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Erythrobacter;s__	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Erythrobacteraceae;g__Erythrobacter;s__	
SD_QD_bin_25	65.05	1.818	53.2	7337	1873799	278	1964	31219	0.900854096	k__Bacteria (UID1452)	163	50	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__UBA11858;g__B10-G9;s__	d__Bacteria;p__Chloroflexi;c__;o__;f__;g__;s__	
SD_QD_bin_250	87.74	1.612	57	28367	3767032	201	3415	143822	0.854435483	c__Deltaproteobacteria (UID3216)	247	0	d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__4572-123;g__;s__	d__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfobacterales;f__Desulfobacteraceae;g__;s__	Sulphate reduction
SD_QD_bin_251	92.03	2.45	39.3	11902	3988117	395	3751	48927	0.907794572	o__Cytophagales (UID2936)	454	33.33	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Cyclobacteriaceae;g__SZUA-230;s__	d__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Flammeovirgaceae;g__;s__	
SD_QD_bin_253	52.58	0	39	9384	3467348	426	3081	36426	0.873260348	k__Bacteria (UID203)	104	0	d__Bacteria;p__Calditrichota;c__Calditrichia;o__;f__;g__;s__	d__Bacteria;p__Calditrichaeota;c__Calditrichae;o__;f__;g__;s__	
SD_QD_bin_254	52.34	8.968	43.5	2691	2761269	1055	3037	8287	0.910083567	p__Bacteroidetes (UID2605)	316	14.71	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__GCA-2748055;g__JAFGWU01;s__	d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__;g__;s__	
SD_QD_bin_255	54.66	3.636	55.9	8383	2564261	412	2420	52097	0.892396346	k__Bacteria (UID1452)	163	75	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Aggregatilineales;f__Ch27;g__Ch27;s__	d__Bacteria;p__Chloroflexi;c__Anaerolineae;o__;f__;g__;s__	
SD_QD_bin_256	80.17	0	63.4	17219	3666956	307	3680	76205	0.914366596	k__Bacteria (UID203)	104	0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__HTCC2089;g__SZUA-309;s__	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__;f__;g__;s__	
SD_QD_bin_257	79.09	2.727	51.5	15201	2279905	219	2260	63816	0.891692677	k__Bacteria (UID1452)	163	25	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__UBA11858;g__B10-G9;s__	d__Bacteria;p__Chloroflexi;c__;o__;f__;g__;s__	
SD_QD_bin_258	85.76	5.345	67	10732	7720856	979	7201	54426	0.893133847	c__Deltaproteobacteria (UID3216)	247	23.53	d__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales;f__Polyangiaceae;g__;s__	d__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__Polyangiaceae;g__;s__	Sulphate reduction
SD_QD_bin_259	50.17	6.853	41.6	2275	2011800	871	2553	10224	0.883607502	c__Deltaproteobacteria (UID3216)	247	0	d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__Desulfobacteraceae;g__Desulfobacula;s__	d__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfobacterales;f__Desulfobacteraceae;g__;s__	
SD_QD_bin_261	63.42	2.777	52.8	3141	2636025	893	2847	15690	0.882295794	k__Bacteria (UID3187)	188	20	d__Bacteria;p__Acidobacteriota;c__Aminicenantia;o__Aminicenantales;f__Aminicenantaceae;g__;s__	d__Bacteria;p__Candidatus Aminicenantes;c__;o__;f__;g__;s__	
SD_QD_bin_263	85.8	4.027	58.9	32409	4233159	242	4246	121365	0.915870709	c__Gammaproteobacteria (UID4443)	451	38.89	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__HTCC2089;g__;s__	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__;f__;g__;s__	
SD_QD_bin_264	92.84	4.905	52.7	38863	4088531	179	3986	129784	0.913789126	c__Gammaproteobacteria (UID4443)	451	11.54	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__HTCC2089;g__UBA4421;s__	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__;f__;g__;s__	
SD_QD_bin_265	97.86	1.103	46.2	90114	2911983	62	2675	198578	0.897651008	s__algicola (UID2846)	571	0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Robiginitalea;s__	d__Bacteria;p__Bacteroidetes;c__;o__;f__;g__;s__	
SD_QD_bin_267	92.85	2.38	55.5	18389	2680916	229	2665	77252	0.932974528	k__Bacteria (UID2495)	147	0	d__Bacteria;p__Fermentibacterota;c__Fermentibacteria;o__Fermentibacterales;f__Fermentibacteraceae;g__Sabulitectum;s__	d__Bacteria;p__Candidatus Fermentibacteria;c__;o__;f__;g__Candidatus Sabulitectum;s__	
SD_QD_bin_269	51.3	7.894	52	5489	1638050	380	1798	19679	0.871417893	k__Bacteria (UID203)	103	100	d__Bacteria;p__Desulfobacterota;c__Desulfuromonadia;o__Desulfuromonadales;f__BM103;g__M0040;s__	d__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfuromonadales;f__;g__;s__	
SD_QD_bin_270	89.09	1.818	52.7	19955	2977646	243	2937	102065	0.893495858	k__Bacteria (UID1452)	163	0	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__UBA11858;g__B10-G9;s__	d__Bacteria;p__Chloroflexi;c__;o__;f__;g__;s__	
SD_QD_bin_271	75.15	4.727	56.2	21679	3369394	308	3178	103534	0.884441327	k__Bacteria (UID1452)	163	8.33	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Promineofilales;f__Promineofilaceae;g__UBA11865;s__	d__Bacteria;p__Chloroflexi;c__;o__;f__;g__;s__	
SD_QD_bin_272	60.52	2.901	65.8	2947	2664953	938	3181	16395	0.870456388	c__Alphaproteobacteria (UID3305)	349	45.45	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Kiloniellales;f__J153;g__;s__	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__;f__;g__;s__	
SD_QD_bin_274	89.63	1.605	37.4	14186	2912937	270	2721	70193	0.891736662	f__Flavobacteriaceae (UID2845)	548	23.08	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__;s__	d__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__;s__	
SD_QD_bin_275	54.94	2.15	57.1	7749	2532908	416	2547	28418	0.875758058	c__Deltaproteobacteria (UID3216)	247	100	d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__Desulfosarcinaceae;g__Desulfosarcina;s__	d__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfobacterales;f__Desulfobacteraceae;g__Desulfosarcina;s__	Sulphate reduction
SD_QD_bin_276	97.43	3.418	58.7	86657	2861966	51	2733	291330	0.857896792	k__Bacteria (UID3187)	188	0	d__Bacteria;p__Nitrospinota;c__Nitrospinia;o__Nitrospinales;f__Nitrospinaceae;g__SZUA-259;s__	d__Bacteria;p__Nitrospirae;c__;o__;f__;g__;s__	
SD_QD_bin_277	54.19	4.591	66.1	3179	3231679	1099	3533	14012	0.914281306	k__Bacteria (UID2565)	143	0	d__Bacteria;p__Planctomycetota;c__UBA1135;o__UBA2386;f__UBA2386;g__SZUA-250;s__	d__Bacteria;p__Planctomycetes;c__;o__;f__;g__;s__	
SD_QD_bin_278	57.05	0.344	60.1	4876	2068343	496	2328	18467	0.927093378	k__Bacteria (UID203)	104	100	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Woeseiales;f__Woeseiaceae;g__UBA1847;s__	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Chromatiales;f__Woeseiaceae;g__;s__	
SD_QD_bin_279	57.07	1.785	47.1	6011	2328627	492	2576	23896	0.893162882	k__Bacteria (UID203)	102	100	d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__Desulfobacteraceae;g__Desulfobacula;s__	d__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__;f__;g__;s__	Sulphate reduction
SD_QD_bin_281	53.73	7.758	60.7	3787	3110019	893	3644	16962	0.878926884	k__Bacteria (UID203)	104	83.33	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Kiloniellales;f__J153;g__;s__	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__;f__;g__;s__	
SD_QD_bin_282	52.55	7.251	55.7	2079	3004043	1410	3470	7255	0.884614906	k__Bacteria (UID2565)	142	0	d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Planctomycetales;f__Planctomycetaceae;g__JABURQ01;s__	d__Bacteria;p__Planctomycetes;c__Planctomycetia;o__Planctomycetales;f__Planctomycetaceae;g__;s__	
SD_QD_bin_29	90	6.244	57.6	47753	3676167	119	3248	134038	0.885078199	c__Gammaproteobacteria (UID4202)	481	12.5	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__SZUA-36;g__;s__	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__;g__;s__	
SD_QD_bin_30	95.27	2.379	51.2	29844	2822578	174	2654	115690	0.903626579	s__algicola (UID2846)	571	30.77	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Robiginitalea;s__Robiginitalea sp006227965	d__Bacteria;p__Bacteroidetes;c__;o__;f__;g__;s__	
SD_QD_bin_31	56.89	0	55	6286	1260085	222	1352	21718	0.901498991	k__Bacteria (UID203)	104	0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Porticoccaceae;g__;s__	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Cellvibrionales;f__Porticoccaceae;g__;s__	
SD_QD_bin_32	95.96	1.275	56.6	44823	4387327	240	4735	167971	0.857401088	f__Rhodobacteraceae (UID3356)	617	31.58	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Boseongicola;s__Boseongicola sp905479635	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Boseongicola;s__	
SD_QD_bin_33	63.9	3.636	56.7	11016	3808842	419	3466	43376	0.875550188	k__Bacteria (UID1452)	163	0	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Promineofilales;f__Promineofilaceae;g__;s__	d__Bacteria;p__Chloroflexi;c__;o__;f__;g__;s__	
SD_QD_bin_36	76.56	1.88	35.2	19284	595383	52	672	79658	0.922659984	k__Bacteria (UID203)	104	50	d__Bacteria;p__Patescibacteria;c__WWE3;o__UBA101185;f__UBA10185;g__;s__	d__Bacteria;p__candidate division WWE3;c__;o__;f__;g__;s__	
SD_QD_bin_37	75.07	1.724	35.1	16630	565036	56	645	38395	0.920385531	k__Bacteria (UID203)	104	0	d__Bacteria;p__Patescibacteria;c__WWE3;o__UBA101185;f__UBA10185;g__;s__	d__Bacteria;p__candidate division WWE3;c__;o__;f__;g__;s__	
SD_QD_bin_39	76.35	4.922	64.8	9829	3350821	409	3468	30200	0.911572845	c__Gammaproteobacteria (UID4443)	451	0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__HTCC2089;g__UBA7803;s__	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__;f__;g__;s__	
SD_QD_bin_4	74.82	0	63.3	4510	2336773	609	2565	22241	0.904087508	k__Bacteria (UID1453)	171	0	d__Bacteria;p__4484-113;c__4484-113;o__4484-113;f__JAFGCY01;g__;s__	d__Bacteria;p__;c__;o__;f__;g__;s__	
SD_QD_bin_44	81.38	4.557	64	58269	3167689	124	2998	138362	0.906452877	c__Gammaproteobacteria (UID4267)	544	0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__HK1;f__HK1;g__JAABYT01;s__	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__;f__;g__;s__	
SD_QD_bin_46	85.67	3.418	46.5	16445	7406659	645	5750	54745	0.854204624	k__Bacteria (UID3187)	188	0	d__Bacteria;p__Acidobacteriota;c__Aminicenantia;o__UBA2199;f__UBA2199;g__;s__	d__Bacteria;p__Candidatus Aminicenantes;c__;o__;f__;g__;s__	
SD_QD_bin_47	71.55	0	68.3	30712	3375078	182	2976	112927	0.912007453	k__Bacteria (UID203)	104	0	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Longimicrobiales;f__UBA6960;g__IDS-52;s__	d__Bacteria;p__Gemmatimonadetes;c__;o__;f__;g__;s__	
SD_QD_bin_50	88.79	0	32.7	38919	1086690	55	1083	70263	0.892212181	k__Bacteria (UID203)	104	0	d__Bacteria;p__Patescibacteria;c__JABMPQ01;o__JABMPQ01;f__;g__;s__	d__Bacteria;p__;c__;o__;f__;g__;s__	
SD_QD_bin_51	79.87	5.454	49.5	5222	2649379	618	2832	24266	0.893088424	k__Bacteria (UID1452)	163	0	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__UBA11858;g__B10-G9;s__	d__Bacteria;p__Chloroflexi;c__;o__;f__;g__;s__	
SD_QD_bin_52	63	2.449	53.3	3000	1826226	627	2172	12132	0.903802555	c__Alphaproteobacteria (UID3305)	349	0	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__SMXP01;f__SMXP01;g__;s__	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__;f__;g__;s__	
SD_QD_bin_53	55.07	0.983	37	4680	1039674	261	1258	19007	0.902167487	k__Bacteria (UID3060)	335	100	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurovaceae;g__Sulfurovum;s__	d__Bacteria;p__Proteobacteria;c__Epsilonproteobacteria;o__Campylobacterales;f__Sulfurovaceae;g__Sulfurovum;s__	
SD_QD_bin_54	64.32	5.068	61.6	26443	2326522	173	2225	82786	0.928076219	c__Gammaproteobacteria (UID4267)	544	14.63	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Woeseiales;f__Woeseiaceae;g__UBA1847;s__	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Chromatiales;f__Woeseiaceae;g__;s__	
SD_QD_bin_55	82.56	3.289	60.2	16617	2697973	242	2683	51875	0.86361217	c__Gammaproteobacteria (UID4267)	544	66.67	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__HK1;f__HK1;g__;s__	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Chromatiales;f__Ectothiorhodospiraceae;g__;s__	
SD_QD_bin_56	77.74	1.763	46.9	4864	2960916	725	3215	20423	0.881371026	c__Gammaproteobacteria (UID4443)	451	50	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudohongiellaceae;g__NORP240;s__	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__;f__;g__;s__	
SD_QD_bin_57	68.59	0.099	52	3744	2203429	618	2264	14026	0.881525275	k__Bacteria (UID2495)	147	100	d__Bacteria;p__AABM5-125-24;c__BMS3BBIN04;o__BMS3BBIN04;f__BMS3BBIN04;g__BMS3BBIN04;s__	d__Bacteria;p__;c__;o__;f__;g__;s__	
SD_QD_bin_58	50.79	4.682	51.4	2483	2041247	802	2485	32381	0.854502042	c__Deltaproteobacteria (UID3216)	247	93.75	d__Bacteria;p__Desulfobacterota;c__Desulfuromonadia;o__Desulfuromonadales;f__BM103;g__M0040;s__	d__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfuromonadales;f__;g__;s__	Sulphate reduction
SD_QD_bin_59	83.54	3.389	58.6	8555	4221519	661	4370	45795	0.866901713	k__Bacteria (UID2142)	316	60	d__Bacteria;p__Deinococcota;c__Deinococci;o__Deinococcales;f__Trueperaceae;g__;s__	d__Bacteria;p__Deinococcus-Thermus;c__Deinococci;o__Trueperales;f__Trueperaceae;g__;s__	
SD_QD_bin_60	97.47	5.256	48.7	22922	2578468	178	2632	123372	0.857945878	k__Bacteria (UID3187)	190	50	d__Bacteria;p__Desulfobacterota_D;c__UBA1144;o__UBA2774;f__UBA2774;g__;s__	d__Bacteria;p__Candidatus Dadabacteria;c__;o__;f__;g__;s__	
SD_QD_bin_61	69.2	9.498	40.6	3329	3145090	1023	3349	16931	0.915324768	k__Bacteria (UID2569)	278	19.23	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__VadinHA17;g__;s__	d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__;g__;s__	
SD_QD_bin_62	79.34	3.946	71.9	6591	3361966	608	3321	19694	0.905373099	k__Bacteria (UID2495)	147	20	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Longimicrobiales;f__UBA6960;g__;s__	d__Bacteria;p__Gemmatimonadetes;c__;o__;f__;g__;s__	
SD_QD_bin_64	57.54	5.185	59	3421	3296996	1063	3840	15609	0.885531682	c__Gammaproteobacteria (UID4267)	544	54.55	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__HK1;f__HK1;g__;s__	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Chromatiales;f__Ectothiorhodospiraceae;g__;s__	
SD_QD_bin_65	82.41	2.65	65.3	6908	3777465	699	3681	35943	0.903468214	k__Bacteria (UID2495)	147	66.67	d__Bacteria;p__Krumholzibacteriota;c__Krumholzibacteria;o__LZORAL124-64-63;f__LZORAL124-64-63;g__LZORAL124-64-63;s__	d__Bacteria;p__Candidatus Krumholzibacteriota;c__Candidatus Krumholzibacteria;o__;f__;g__;s__	
SD_QD_bin_66	51.67	5.096	59.2	3164	3550410	1198	3846	15340	0.876316211	k__Bacteria (UID2982)	230	20	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Pedosphaerales;f__;g__;s__	d__Bacteria;p__Verrucomicrobia;c__Verrucomicrobiae;o__Verrucomicrobiales;f__;g__;s__	
SD_QD_bin_67	69.09	1.96	47.9	4942	2470753	593	2469	24359	0.758530332	p__Euryarchaeota (UID49)	228	100	d__Archaea;p__Halobacteriota;c__Methanosarcinia;o__Methanosarcinales;f__Methanosarcinaceae;g__MTP4;s__	d__Archaea;p__Euryarchaeota;c__Methanomicrobia;o__Methanosarcinales;f__Methanosarcinaceae;g__;s__	
SD_QD_bin_68	87.97	4.673	63.5	7982	3722036	591	3913	39830	0.890189094	c__Alphaproteobacteria (UID3305)	349	57.14	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Kiloniellales;f__Kiloniellaceae;g__;s__	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Hyphomicrobiales;f__Rhodovibrionaceae;g__;s__	
SD_QD_bin_69	86.47	5.882	38.9	9126	2049299	257	2215	36755	0.882500736	k__Bacteria (UID3187)	190	12.5	d__Bacteria;p__Desulfobacterota_D;c__UBA1144;o__UBA2774;f__UBA2774;g__CR02bin9;s__	d__Bacteria;p__Thermodesulfobacteria;c__Thermodesulfobacteria;o__Thermodesulfobacteriales;f__;g__;s__	Sulphate reduction
SD_QD_bin_7	69.62	1.815	42.4	3756	2414985	720	2592	12587	0.880798931	p__Bacteroidetes (UID2591)	302	20	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__;s__	d__Bacteria;p__Bacteroidetes;c__Saprospiria;o__Saprospirales;f__Saprospiraceae;g__;s__	
SD_QD_bin_70	53.48	1.216	57.3	3199	2502832	833	2713	12758	0.889231397	k__Bacteria (UID2982)	230	40	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__Opitutaceae;g__B12-G4;s__	d__Bacteria;p__Verrucomicrobia;c__;o__;f__;g__;s__	
SD_QD_bin_72	81.98	0	36.6	23702	1186543	81	1146	82754	0.910892419	k__Bacteria (UID1452)	151	0	d__Bacteria;p__Patescibacteria;c__Gracilibacteria;o__UBA1369;f__PNNO01;g__PNNO01;s__	d__Bacteria;p__Candidatus Peregrinibacteria;c__;o__;f__;g__;s__	
SD_QD_bin_74	52.91	0	67.2	5034	1609325	389	1814	16871	0.903115075	k__Bacteria (UID203)	104	0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Halothiobacillales;f__Halothiobacillaceae;g__Guyparkeria;s__	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Chromatiales;f__Halothiobacillaceae;g__Halothiobacillus;s__	
