#BGC_ID	Product	Class	Organism	Taxonomy
BGC	Product Prediction	BiG-SCAPE class	Organism	Taxonomy
ZJ_NB_contig_6416522.region001	NRPS-like	NRPS	Genus species Unclassified.	
ZJ_NB_contig_6693270.region001	ectoine	Others	Genus species Unclassified.	
ZJ_NB_contig_6718104.region001	RiPP-like	RiPPs	Genus species Unclassified.	
ZJ_NB_contig_6755454.region001	NRPS-like	NRPS	Genus species Unclassified.	
ZJ_NB_contig_6759868.region001	phosphonate	Others	Genus species Unclassified.	
ZJ_NB_contig_6869793.region001	hglE-KS	PKSother	Genus species Unclassified.	
ZJ_NB_contig_6893327.region001	terpene	Terpene	Genus species Unclassified.	
ZJ_NB_contig_6926139.region001	ectoine	Others	Genus species Unclassified.	
ZJ_NB_contig_6965809.region001	NRPS-like	NRPS	Genus species Unclassified.	
ZJ_NB_contig_7028615.region001	NAGGN	Others	Genus species Unclassified.	
ZJ_NB_contig_7145030.region001	terpene	Terpene	Genus species Unclassified.	
ZJ_NB_contig_724334.region001	RRE-containing	RiPPs	Genus species Unclassified.	
ZJ_NB_contig_7277960.region001	T3PKS	PKSother	Genus species Unclassified.	
ZJ_NB_contig_7437065.region001	terpene	Terpene	Genus species Unclassified.	
ZJ_NB_contig_745218.region001	RRE-containing	RiPPs	Genus species Unclassified.	
ZJ_NB_contig_7472971.region001	RiPP-like	RiPPs	Genus species Unclassified.	
ZJ_NB_contig_7501773.region001	terpene	Terpene	Genus species Unclassified.	
ZJ_NB_contig_7504150.region001	terpene	Terpene	Genus species Unclassified.	
ZJ_NB_contig_7569806.region001	RiPP-like	RiPPs	Genus species Unclassified.	
ZJ_NB_contig_7799792.region001	HR-T2PKS	Others	Genus species Unclassified.	
ZJ_NB_contig_7867403.region001	RiPP-like	RiPPs	Genus species Unclassified.	
ZJ_NB_contig_7951642.region001	NRPS-like	NRPS	Genus species Unclassified.	
ZJ_NB_contig_8023283.region001	T1PKS	PKSI	Genus species Unclassified.	
ZJ_NB_contig_8276599.region001	NAPAA	NRPS	Genus species Unclassified.	
ZJ_NB_contig_8282436.region001	NRPS-like	NRPS	Genus species Unclassified.	
ZJ_NB_contig_834265.region001	hglE-KS.T1PKS	PKSother	Genus species Unclassified.	
ZJ_NB_contig_8369484.region001	NAGGN	Others	Genus species Unclassified.	
ZJ_NB_contig_837360.region001	terpene	Terpene	Genus species Unclassified.	
ZJ_NB_contig_867283.region001	terpene	Terpene	Genus species Unclassified.	
ZJ_NB_contig_8680192.region001	terpene	Terpene	Genus species Unclassified.	
ZJ_NB_contig_878734.region001	hydrogen-cyanide	Others	Genus species Unclassified.	
ZJ_NB_contig_8827702.region001	phosphonate	Others	Genus species Unclassified.	
ZJ_NB_contig_8912720.region001	NRPS.T1PKS	PKS-NRP_Hybrids	Genus species Unclassified.	
ZJ_NB_contig_8969227.region001	lassopeptide.RRE-containing	RiPPs	Genus species Unclassified.	
ZJ_NB_contig_9095850.region001	terpene	Terpene	Genus species Unclassified.	
ZJ_NB_contig_9120753.region001	NRPS-like	NRPS	Genus species Unclassified.	
ZJ_NB_contig_9216694.region001	RRE-containing	RiPPs	Genus species Unclassified.	
ZJ_NB_contig_9304353.region001	phosphonate	Others	Genus species Unclassified.	
ZJ_NB_contig_9367215.region001	NRPS	NRPS	Genus species Unclassified.	
ZJ_NB_contig_9368327.region001	terpene	Terpene	Genus species Unclassified.	
ZJ_NB_contig_9429325.region001	cyanobactin	RiPPs	Genus species Unclassified.	
ZJ_NB_contig_949015.region001	NRPS	NRPS	Genus species Unclassified.	
ZJ_NB_contig_9540896.region001	terpene	Terpene	Genus species Unclassified.	
ZJ_NB_contig_9590778.region001	betalactone	Others	Genus species Unclassified.	
ZJ_NB_contig_9698490.region001	terpene	Terpene	Genus species Unclassified.	
ZJ_NB_contig_9897024.region001	RRE-containing	RiPPs	Genus species Unclassified.	
ZJ_NB_contig_9912513.region001	terpene	Terpene	Genus species Unclassified.	
ZJ_NB_contig_9926621.region001	arylpolyene	Others	Genus species Unclassified.	
ZJ_NB_contig_9933580.region001	NAGGN	Others	Genus species Unclassified.	
ZJ_NB_contig_9954840.region001	terpene	Terpene	Genus species Unclassified.	
ZJ_NB_contig_9980112.region001	betalactone	Others	Genus species Unclassified.	
ZJ_WZ_contig_10004541.region001	ectoine	Others	Genus species Unclassified.	
ZJ_WZ_contig_10043740.region001	RRE-containing	RiPPs	Genus species Unclassified.	
ZJ_WZ_contig_10212819.region001	terpene	Terpene	Genus species Unclassified.	
ZJ_WZ_contig_10260936.region001	NI-siderophore	Others	Genus species Unclassified.	
ZJ_WZ_contig_10358032.region001	NRPS	NRPS	Genus species Unclassified.	
ZJ_WZ_contig_10381569.region001	NRPS-like	NRPS	Genus species Unclassified.	
ZJ_WZ_contig_1042638.region001	hydrogen-cyanide	Others	Genus species Unclassified.	
ZJ_WZ_contig_10574906.region001	RRE-containing	RiPPs	Genus species Unclassified.	
ZJ_WZ_contig_10609584.region001	phosphonate-like	Others	Genus species Unclassified.	
ZJ_WZ_contig_10616571.region001	betalactone	Others	Genus species Unclassified.	
ZJ_WZ_contig_10680920.region001	T1PKS	PKSI	Genus species Unclassified.	
ZJ_WZ_contig_10682087.region001	NRPS-like	NRPS	Genus species Unclassified.	
ZJ_WZ_contig_10682087.region002	terpene	Terpene	Genus species Unclassified.	
ZJ_WZ_contig_10856151.region001	hydrogen-cyanide	Others	Genus species Unclassified.	
ZJ_WZ_contig_10884959.region001	ranthipeptide	RiPPs	Genus species Unclassified.	
ZJ_WZ_contig_1095615.region001	arylpolyene	Others	Genus species Unclassified.	
ZJ_WZ_contig_10967624.region001	RiPP-like	RiPPs	Genus species Unclassified.	
ZJ_WZ_contig_10970164.region001	phosphonate-like	Others	Genus species Unclassified.	
ZJ_WZ_contig_11013176.region001	RRE-containing	RiPPs	Genus species Unclassified.	
ZJ_WZ_contig_11021775.region001	betalactone	Others	Genus species Unclassified.	
ZJ_WZ_contig_11021775.region002	RiPP-like	RiPPs	Genus species Unclassified.	
ZJ_WZ_contig_11057965.region001	terpene	Terpene	Genus species Unclassified.	
ZJ_WZ_contig_11264317.region001	RiPP-like	RiPPs	Genus species Unclassified.	
ZJ_WZ_contig_11284195.region001	RRE-containing	RiPPs	Genus species Unclassified.	
ZJ_WZ_contig_11348615.region001	T3PKS	PKSother	Genus species Unclassified.	
ZJ_WZ_contig_11439082.region001	terpene	Terpene	Genus species Unclassified.	
ZJ_WZ_contig_1147689.region001	RiPP-like	RiPPs	Genus species Unclassified.	
ZJ_WZ_contig_11507217.region001	hydrogen-cyanide	Others	Genus species Unclassified.	
ZJ_WZ_contig_11605303.region001	arylpolyene	Others	Genus species Unclassified.	
ZJ_WZ_contig_11645976.region001	terpene	Terpene	Genus species Unclassified.	
ZJ_WZ_contig_11675862.region001	terpene	Terpene	Genus species Unclassified.	
ZJ_WZ_contig_11783242.region001	RiPP-like	RiPPs	Genus species Unclassified.	
ZJ_WZ_contig_11861284.region001	RiPP-like	RiPPs	Genus species Unclassified.	
ZJ_WZ_contig_11950577.region001	T3PKS	PKSother	Genus species Unclassified.	
ZJ_WZ_contig_1198237.region001	betalactone	Others	Genus species Unclassified.	
ZJ_WZ_contig_11985878.region001	NRPS	NRPS	Genus species Unclassified.	
ZJ_WZ_contig_11991959.region001	indole	Others	Genus species Unclassified.	
ZJ_WZ_contig_12097044.region001	lassopeptide.RRE-containing	RiPPs	Genus species Unclassified.	
ZJ_WZ_contig_12300484.region001	T3PKS	PKSother	Genus species Unclassified.	
ZJ_WZ_contig_12303620.region001	betalactone	Others	Genus species Unclassified.	
ZJ_WZ_contig_12431525.region001	NRPS-like	NRPS	Genus species Unclassified.	
ZJ_WZ_contig_1263299.region001	terpene	Terpene	Genus species Unclassified.	
ZJ_WZ_contig_12650988.region001	NRPS	NRPS	Genus species Unclassified.	
ZJ_WZ_contig_12653533.region001	terpene	Terpene	Genus species Unclassified.	
ZJ_WZ_contig_12702479.region001	hydrogen-cyanide	Others	Genus species Unclassified.	
ZJ_WZ_contig_12795654.region001	lassopeptide	RiPPs	Genus species Unclassified.	
ZJ_WZ_contig_1281226.region001	RiPP-like	RiPPs	Genus species Unclassified.	
ZJ_WZ_contig_12950826.region001	terpene	Terpene	Genus species Unclassified.	
ZJ_WZ_contig_13035876.region001	terpene	Terpene	Genus species Unclassified.	
ZJ_WZ_contig_13063331.region001	other	Others	Genus species Unclassified.	
ZJ_WZ_contig_13178758.region001	RiPP-like	RiPPs	Genus species Unclassified.	
ZJ_WZ_contig_13277628.region001	hserlactone	Others	Genus species Unclassified.	
ZJ_WZ_contig_13330569.region001	arylpolyene	Others	Genus species Unclassified.	
ZJ_WZ_contig_13354103.region001	terpene	Terpene	Genus species Unclassified.	
ZJ_WZ_contig_13380087.region001	T3PKS	PKSother	Genus species Unclassified.	
ZJ_WZ_contig_13385461.region001	NRPS	NRPS	Genus species Unclassified.	
ZJ_WZ_contig_1340147.region001	thioamitides	RiPPs	Genus species Unclassified.	
ZJ_WZ_contig_13452895.region001	terpene	Terpene	Genus species Unclassified.	
ZJ_WZ_contig_13472811.region001	NRPS-like	NRPS	Genus species Unclassified.	
ZJ_WZ_contig_13497223.region001	RRE-containing	RiPPs	Genus species Unclassified.	
ZJ_WZ_contig_13509100.region001	NRPS-like.T1PKS	PKS-NRP_Hybrids	Genus species Unclassified.	
ZJ_WZ_contig_13669300.region001	NRPS-like	NRPS	Genus species Unclassified.	
ZJ_WZ_contig_13710200.region001	RRE-containing	RiPPs	Genus species Unclassified.	
ZJ_WZ_contig_1375483.region001	RRE-containing	RiPPs	Genus species Unclassified.	
ZJ_WZ_contig_13769914.region001	indole	Others	Genus species Unclassified.	
ZJ_WZ_contig_13875587.region001	redox-cofactor	RiPPs	Genus species Unclassified.	
ZJ_WZ_contig_1394287.region001	NRPS-like	NRPS	Genus species Unclassified.	
ZJ_WZ_contig_13944580.region001	NRPS	NRPS	Genus species Unclassified.	
ZJ_WZ_contig_1395118.region001	ranthipeptide	RiPPs	Genus species Unclassified.	
ZJ_WZ_contig_14013384.region001	NRPS-like	NRPS	Genus species Unclassified.	
ZJ_WZ_contig_14037910.region001	ranthipeptide	RiPPs	Genus species Unclassified.	
ZJ_WZ_contig_14120915.region001	ranthipeptide	RiPPs	Genus species Unclassified.	
ZJ_WZ_contig_14317780.region001	arylpolyene	Others	Genus species Unclassified.	
ZJ_WZ_contig_14324258.region001	NRPS.T1PKS	PKS-NRP_Hybrids	Genus species Unclassified.	
ZJ_WZ_contig_14331445.region001	T1PKS	PKSI	Genus species Unclassified.	
ZJ_WZ_contig_14344461.region001	ectoine	Others	Genus species Unclassified.	
ZJ_WZ_contig_14344774.region001	NRPS-like	NRPS	Genus species Unclassified.	
ZJ_WZ_contig_14365172.region001	RiPP-like	RiPPs	Genus species Unclassified.	
ZJ_WZ_contig_14405051.region001	terpene	Terpene	Genus species Unclassified.	
ZJ_WZ_contig_14428677.region001	NRPS-like	NRPS	Genus species Unclassified.	
ZJ_WZ_contig_14564410.region001	betalactone	Others	Genus species Unclassified.	
ZJ_WZ_contig_14672678.region001	T3PKS	PKSother	Genus species Unclassified.	
ZJ_WZ_contig_14694713.region001	ectoine	Others	Genus species Unclassified.	
ZJ_WZ_contig_14700525.region001	phosphonate	Others	Genus species Unclassified.	
ZJ_WZ_contig_14775917.region001	ranthipeptide	RiPPs	Genus species Unclassified.	
ZJ_WZ_contig_14776244.region001	RiPP-like	RiPPs	Genus species Unclassified.	
ZJ_WZ_contig_14872274.region001	ranthipeptide	RiPPs	Genus species Unclassified.	
ZJ_WZ_contig_14922564.region001	arylpolyene	Others	Genus species Unclassified.	
ZJ_WZ_contig_14999868.region001	RiPP-like	RiPPs	Genus species Unclassified.	
ZJ_WZ_contig_15002768.region001	RRE-containing	RiPPs	Genus species Unclassified.	
ZJ_WZ_contig_15002768.region002	NRPS-like	NRPS	Genus species Unclassified.	
ZJ_WZ_contig_15024312.region001	terpene.phosphonate	Others	Genus species Unclassified.	
ZJ_WZ_contig_15215092.region001	hydrogen-cyanide	Others	Genus species Unclassified.	
ZJ_WZ_contig_15233805.region001	LAP	RiPPs	Genus species Unclassified.	
ZJ_WZ_contig_15352382.region001	terpene	Terpene	Genus species Unclassified.	
ZJ_WZ_contig_1545005.region001	betalactone	Others	Genus species Unclassified.	
ZJ_WZ_contig_1545975.region001	NRPS	NRPS	Genus species Unclassified.	
ZJ_WZ_contig_15561154.region001	ectoine	Others	Genus species Unclassified.	
ZJ_WZ_contig_15691256.region001	betalactone	Others	Genus species Unclassified.	
ZJ_WZ_contig_15733399.region001	RiPP-like	RiPPs	Genus species Unclassified.	
ZJ_WZ_contig_15739118.region001	terpene	Terpene	Genus species Unclassified.	
ZJ_WZ_contig_15853509.region001	terpene	Terpene	Genus species Unclassified.	
ZJ_WZ_contig_15861055.region001	terpene	Terpene	Genus species Unclassified.	
ZJ_WZ_contig_15867795.region001	hydrogen-cyanide	Others	Genus species Unclassified.	
ZJ_WZ_contig_15884810.region001	NRPS	NRPS	Genus species Unclassified.	
ZJ_WZ_contig_15957099.region001	RRE-containing	RiPPs	Genus species Unclassified.	
ZJ_WZ_contig_15982881.region001	RiPP-like	RiPPs	Genus species Unclassified.	
ZJ_WZ_contig_16032551.region001	terpene	Terpene	Genus species Unclassified.	
ZJ_WZ_contig_16088462.region001	terpene	Terpene	Genus species Unclassified.	
ZJ_WZ_contig_16114896.region001	terpene	Terpene	Genus species Unclassified.	
ZJ_WZ_contig_16295634.region001	LAP	RiPPs	Genus species Unclassified.	
ZJ_WZ_contig_16309769.region001	hydrogen-cyanide	Others	Genus species Unclassified.	
ZJ_WZ_contig_16344592.region001	RRE-containing	RiPPs	Genus species Unclassified.	
ZJ_WZ_contig_16468309.region001	betalactone	Others	Genus species Unclassified.	
ZJ_WZ_contig_16476656.region001	terpene	Terpene	Genus species Unclassified.	
ZJ_WZ_contig_16708087.region001	RiPP-like	RiPPs	Genus species Unclassified.	
ZJ_WZ_contig_16730117.region001	RRE-containing	RiPPs	Genus species Unclassified.	
ZJ_WZ_contig_16768165.region001	RiPP-like	RiPPs	Genus species Unclassified.	
ZJ_WZ_contig_16818615.region001	RRE-containing	RiPPs	Genus species Unclassified.	
ZJ_WZ_contig_16828525.region001	T3PKS	PKSother	Genus species Unclassified.	
ZJ_WZ_contig_17129761.region001	terpene	Terpene	Genus species Unclassified.	
ZJ_WZ_contig_17168561.region001	NRPS	NRPS	Genus species Unclassified.	
ZJ_WZ_contig_1720596.region001	ectoine	Others	Genus species Unclassified.	
ZJ_WZ_contig_17250728.region001	terpene	Terpene	Genus species Unclassified.	
ZJ_WZ_contig_17291498.region001	RiPP-like	RiPPs	Genus species Unclassified.	
ZJ_WZ_contig_1733533.region001	RRE-containing	RiPPs	Genus species Unclassified.	
ZJ_WZ_contig_17415778.region001	betalactone	Others	Genus species Unclassified.	
ZJ_WZ_contig_17444945.region001	terpene	Terpene	Genus species Unclassified.	
ZJ_WZ_contig_17494129.region001	hydrogen-cyanide	Others	Genus species Unclassified.	
ZJ_WZ_contig_17495314.region001	RiPP-like	RiPPs	Genus species Unclassified.	
ZJ_WZ_contig_1752061.region001	NRPS-like	NRPS	Genus species Unclassified.	
ZJ_WZ_contig_17632295.region001	ectoine	Others	Genus species Unclassified.	
ZJ_WZ_contig_1767158.region001	RRE-containing	RiPPs	Genus species Unclassified.	
ZJ_WZ_contig_17734209.region001	RiPP-like	RiPPs	Genus species Unclassified.	
ZJ_WZ_contig_17740513.region001	terpene	Terpene	Genus species Unclassified.	
ZJ_WZ_contig_17742385.region001	RRE-containing	RiPPs	Genus species Unclassified.	
ZJ_WZ_contig_1776150.region001	NRPS-like	NRPS	Genus species Unclassified.	
ZJ_WZ_contig_17762967.region001	RiPP-like	RiPPs	Genus species Unclassified.	
ZJ_WZ_contig_1791875.region001	ranthipeptide	RiPPs	Genus species Unclassified.	
ZJ_WZ_contig_18072303.region001	T3PKS	PKSother	Genus species Unclassified.	
ZJ_WZ_contig_18084074.region001	NRPS	NRPS	Genus species Unclassified.	
ZJ_WZ_contig_18123145.region001	terpene	Terpene	Genus species Unclassified.	
ZJ_WZ_contig_18151195.region001	T3PKS	PKSother	Genus species Unclassified.	
ZJ_WZ_contig_18167448.region001	terpene	Terpene	Genus species Unclassified.	
ZJ_WZ_contig_18223406.region001	terpene	Terpene	Genus species Unclassified.	
ZJ_WZ_contig_18380674.region001	phosphonate	Others	Genus species Unclassified.	
ZJ_WZ_contig_18416050.region001	NRPS-like	NRPS	Genus species Unclassified.	
ZJ_WZ_contig_18452205.region001	NRPS-like	NRPS	Genus species Unclassified.	
ZJ_WZ_contig_18452205.region002	terpene	Terpene	Genus species Unclassified.	
ZJ_WZ_contig_18460309.region001	NRPS-like	NRPS	Genus species Unclassified.	
ZJ_WZ_contig_18469682.region001	hydrogen-cyanide	Others	Genus species Unclassified.	
ZJ_WZ_contig_18511945.region001	RiPP-like	RiPPs	Genus species Unclassified.	
ZJ_WZ_contig_18588526.region001	T3PKS	PKSother	Genus species Unclassified.	
ZJ_WZ_contig_18603863.region001	RRE-containing	RiPPs	Genus species Unclassified.	
ZJ_WZ_contig_18645738.region001	NRPS	NRPS	Genus species Unclassified.	
ZJ_WZ_contig_18827094.region001	RiPP-like	RiPPs	Genus species Unclassified.	
ZJ_WZ_contig_18891158.region001	RiPP-like	RiPPs	Genus species Unclassified.	
ZJ_WZ_contig_18913357.region001	RiPP-like	RiPPs	Genus species Unclassified.	
ZJ_WZ_contig_19008304.region001	terpene	Terpene	Genus species Unclassified.	
ZJ_WZ_contig_19040464.region001	terpene	Terpene	Genus species Unclassified.	
ZJ_WZ_contig_19073694.region001	NRPS-like	NRPS	Genus species Unclassified.	
ZJ_WZ_contig_19138783.region001	terpene	Terpene	Genus species Unclassified.	
ZJ_WZ_contig_19203592.region001	terpene	Terpene	Genus species Unclassified.	
ZJ_WZ_contig_19209481.region001	NRPS	NRPS	Genus species Unclassified.	
ZJ_WZ_contig_19232629.region001	terpene	Terpene	Genus species Unclassified.	
ZJ_WZ_contig_19489024.region001	RiPP-like	RiPPs	Genus species Unclassified.	
ZJ_WZ_contig_19519071.region001	betalactone	Others	Genus species Unclassified.	
ZJ_WZ_contig_19620708.region001	redox-cofactor	RiPPs	Genus species Unclassified.	
ZJ_WZ_contig_1964742.region001	terpene	Terpene	Genus species Unclassified.	
ZJ_WZ_contig_19695362.region001	terpene	Terpene	Genus species Unclassified.	
ZJ_WZ_contig_19701855.region001	ectoine	Others	Genus species Unclassified.	
ZJ_WZ_contig_20135367.region001	phosphonate	Others	Genus species Unclassified.	
ZJ_WZ_contig_2024206.region001	hydrogen-cyanide	Others	Genus species Unclassified.	
ZJ_WZ_contig_20249989.region001	NRPS-like	NRPS	Genus species Unclassified.	
ZJ_WZ_contig_20279692.region001	NRPS-like	NRPS	Genus species Unclassified.	
ZJ_WZ_contig_20328314.region001	NRPS-like	NRPS	Genus species Unclassified.	
ZJ_WZ_contig_20378837.region001	RiPP-like	RiPPs	Genus species Unclassified.	
ZJ_WZ_contig_20524199.region001	NRPS-like	NRPS	Genus species Unclassified.	
ZJ_WZ_contig_20565618.region001	RRE-containing	RiPPs	Genus species Unclassified.	
ZJ_WZ_contig_2073566.region001	arylpolyene	Others	Genus species Unclassified.	
ZJ_WZ_contig_2075243.region001	terpene	Terpene	Genus species Unclassified.	
ZJ_WZ_contig_20895966.region001	RRE-containing	RiPPs	Genus species Unclassified.	
ZJ_WZ_contig_20973092.region001	lassopeptide	RiPPs	Genus species Unclassified.	
ZJ_WZ_contig_21041039.region001	NRPS-like	NRPS	Genus species Unclassified.	
ZJ_WZ_contig_21105104.region001	indole	Others	Genus species Unclassified.	
ZJ_WZ_contig_21192752.region001	RiPP-like	RiPPs	Genus species Unclassified.	
ZJ_WZ_contig_21213051.region001	RRE-containing	RiPPs	Genus species Unclassified.	
ZJ_WZ_contig_21234785.region001	T3PKS	PKSother	Genus species Unclassified.	
ZJ_WZ_contig_21250997.region001	T1PKS	PKSI	Genus species Unclassified.	
